,username,comment
1317,Adesan The,"你好Toyz
看了你將近10年，中間斷斷續續的，
一直很喜歡你，想不到你這次來宜蘭吃美食 當下沒有關注到你的貼文 我在宜蘭流動夜市擺攤好一陣子了 生意還算可以 賣鮮奶麻吉 希望你有空可以來吃吃看 拍攝是其次"
1318,Josh Huang,"阿娘給隔壁的瓜仔雞麵也超好吃的~
也宜蘭在地老店~
可惜Toyz沒有吃到~"
1319,范秀華,想看椅子 吃吃台北的大鵬壽司 每一口都是食物自然的甜味
1320,天也洋菜,可惜沒看到椅子去吃東門夜市的蔥油餅，那家真的是蔥油餅界天花板
1321,玲玲兒,如果宜蘭真的是美食沙漠 就不會有那麼觀光客了 椅子我IG也有推薦你 但沒出現在這次影片上面QQ
1322,葉大維,感謝為宜蘭發聲~感謝 椅子哥
1323,wei lin,toyz好老闆~都給員工吃剩的口水
1324,Vivian,小劉～宜蘭一直都不是美食沙漠QQ 是不是記錯了
1325,Rian Lee,"小劉 你公司還缺人嗎
整個很想去你那邊上班"
1326,激怒你喂,小劉啊，要去吃大麵章，俗稱賭博麵啊，便宜又好吃。
1327,我的媽,"toyz能去吃高雄市鳥松區 鳥松國小門口的羊肉羹嗎 超級好吃
建議加醋加辣椒"
1328,Chen Justin,可以拍花蓮的嗎想看椅子推什麼
1329,我暉哥啦,還在等Toyz的從零開始
1330,Tim,toyz手機桌布讚哦
1331,范晉嘉,還是其實椅子是庶民嘴不適合吃貴的
1332,YEN Lin,完全在亂吃欸你，宜蘭在地人都不會去你介紹的這幾家，椅子完全被反串騙了啦
1333,龍鳳鯨,ㄟ椅子哥統神現在也在宜蘭拍片 你們這麼這麼巧 連巧了兩次了 你是不是假藉拍片之名私底下跟統統密會
1334,asd123m2001,Toyz 敢不敢去桃園美食沙漠
1335,yao,toyz手機桌布有料
1336,EW W,美食節目 我只看TOYZ
1337,fai Wong,Toyz  ~~~
1338,,垃圾車玩笑椅子講特別有料XD
1339,玖兔🐇Kyuusagi,小劉做的效果感覺越來越自然了 期待之後可以重新回來開直播! 還有祝小劉早日重回巔峰
1340,雪雪,"看Toyz吃東西感覺好享受 喜歡Toyz吃東西的感覺
真希望有天案子趕快結束 Toyz可以在台灣平平安安幸幸福福的過日子"
1341,翔翔,蘆洲人早就想看小劉來蘆洲夜市了，個人很喜歡清蒸肉圓，但一份明明是兩顆，湧蓮寺外一家炭烤也很好吃，蘆洲從長安街光華路再到蘆洲夜市吃兩輪還不滿足，但幾年前的蘆洲才是美食天堂，是已經有很多店家沒做了。
1342,江小小,"蘆洲夜市這一帶真的很多好吃的!!
住在附近真的不用擔心餓死，還可以保有吃到美食的幸福感XD
感謝小劉來蘆洲觀光~"
1343,Victor,住三民路這些東西從小吃到大的我真是身在福中不知福( ˶ ❛ ꁞ ❛ ˶ )，感謝Toyz來關心蘆洲人( /^ω^)/♪♪說不定有幸當鄰居XD
1344,Luna,看到Toyz來到蘆洲拍夜市，身為也住在這裡的粉絲，真得超開心的！好可惜沒能遇到，不過看到你介紹那麼多美食還說到可能搬過來就好興奮，希望可以當小劉的鄰居，蘆洲永遠歡迎你來！福州包真的好吃，還有汪派炒羊肉也很美味，誠摯推薦！
1345,Akira,我喜歡Toyz的每部影片，之前你因為哈麻而進去牢裡蹲過，說實話跟我一點關係都沒有，不影響我對你的支持度，我單純就是喜歡你用消費者的角度去評論食物，希望可以一直持續下去！加油！
1346,b b,感謝toyz做這集 以後要去探訪蘆洲親友就可以去吃了也歡迎toyz來永和樂華夜市喔
1347,Love hibiki,toyz 我推薦你開場那邊的沙威瑪 很好吃 往裡面走一點點的豬血糕也很讚  十字路口的水果飲料店 往右走還有楊家芋粿 地瓜球   還有周烏豬魯肉飯
1348,虚空的虚空🙃️,笑死聽到垃圾車的音樂還自覺是來接自己的。小劉開自己玩笑沒在怕的
1349,何憬祈,希望Toyz能夠堅持戒毒加油加油
1350,JiaHsien Lin,"身為蘆洲人
Toyz選的店在蘆洲都算不錯的
不過蘆洲就那麼小
可能真的只有這幾家很好吃"
1351,鮭魚,蘆洲還有很多好吃的期待椅子再來🥹🥹
1352,鄭小剛,希望Toyz能夠堅持戒毒加油加油
1353,林先生,"身為蘆洲人
Toyz選的店在蘆洲都算不錯的
不過蘆洲就那麼小
可能真的只有這幾家很好吃"
1354,詩詩,蘆洲還有很多好吃的期待椅子再來🥹🥹
1355,基百郎,感謝托椅子介紹，我台北去過一堆夜市，就是還沒去過蘆洲 XD
1356,珍妮佛羅陪吃,小劉 下次來台中旱溪夜市吧 你不會失望的
1357,Yi Bang,"難得看到椅子哥大推特推
有機會真的想去吃看看xD"""
1358,Sam L,"Toyz可以拍一個系列大學附近 讚/雷的食物嗎
第一集可以拍淡江大學附近的「烤大學」"
1359,Pin Pin,住蘆洲20多年，很多好吃的沒有做外送，不太建議椅子搬來啦XD
1360,愛佐佐,"蘆洲信義路287號的炸肉圓超推!!!!
椅子哥可以去吃吃看"
1361,AenN,"蘆洲應該是空屋率最低的 ~ 椅子應該是說錯了
新聞有報導，七都空屋率最低在蘆洲
Google都查的到 !"
1362,owen,"瀨戶老阿伯甜不辣專賣店
蘆洲中山一路114號
這家炸肉圓椅子️應該會喜歡
推薦你"
1363,Wei Lin,歡迎Toyz來蘆洲：）
1364,王子man,樹林有什麼好吃的 我等小劉影片  :))
1365,阿哲,為什麼toyz把房子賣了
1366,KENT JJ,"那天買飲料有遇到TOYZ
我是旁邊帶著柯基的粉絲
不太好意思和偶像打招呼"
1367,FBI 抓蘿莉控,小劉什麼時候去得吖！我每天都會在那邊怎麼都沒遇到
1368,cenlo5,支持Toyz啦
1369,Jeffrey Lin,小劉知道 13:02 肉圓老闆娘在後面嗎
1370,冥哥,看到椅子 卻來不及跟你拍照 
1371,MoReKa 114,我的椅子哥是真的帥
1372,林俊達,toyz來新莊拉
1373,筱嫚丁,椅子手抖成這樣 身體還好嗎
1374,彰李,噢噢噢噢噢噢toyz在我家旁邊逛街我都不知道，乾
1375,五股郎Neil,歡迎小劉來五股
1376,相册,？？？toyz，我记得toyz不是没了吗
